Dataset,Oversampler,Classifier,Metric,Mean,Std,CI_Lower,CI_Upper,N_folds,Scores
WineQuality,BorderlineSMOTE,RandomForest,kappa,0.5423659038913821,0.030613019098163087,0.5155431494369841,0.5668829349306995,5,"[0.5514471889680255, 0.5794471765304392, 0.5035460992907801, 0.5095881798176674, 0.5678008748499981]"
WineQuality,BorderlineSMOTE,RandomForest,mcc,0.545309083241209,0.030052912194271808,0.5189984954413603,0.5702670264806089,5,"[0.5564168082585549, 0.5795005052953117, 0.5086894440270558, 0.5105983904470673, 0.571340268178055]"
WineQuality,BorderlineSMOTE,RandomForest,training_time,0.2384711265563965,0.011801977405816257,,,5,"[0.22751283645629883, 0.23224401473999023, 0.2609856128692627, 0.2386763095855713, 0.23293685913085938]"
WineQuality,BorderlineSMOTE,LogisticRegression,f1,0.5052163916036668,0.027879867990518448,0.4778133526804725,0.5230386310604096,5,"[0.5241379310344828, 0.5263157894736842, 0.5142857142857142, 0.4507042253521127, 0.5106382978723404]"
WineQuality,BorderlineSMOTE,LogisticRegression,roc_auc,0.8700902189703189,0.024104092515602655,0.8460664598904325,0.8901693640990619,5,"[0.8723029132734447, 0.8746536814709093, 0.9007740447957839, 0.8264986824769434, 0.876221772834513]"
WineQuality,BorderlineSMOTE,LogisticRegression,precision,0.366063091903428,0.02101151019454812,0.3443877551020408,0.38055555555555554,5,"[0.37254901960784315, 0.3888888888888889, 0.375, 0.32653061224489793, 0.3673469387755102]"
WineQuality,BorderlineSMOTE,LogisticRegression,recall,0.8160676532769555,0.050827971586348025,0.7665961945031714,0.8604651162790697,5,"[0.8837209302325582, 0.813953488372093, 0.8181818181818182, 0.7272727272727273, 0.8372093023255814]"
WineQuality,BorderlineSMOTE,LogisticRegression,balanced_accuracy,0.7969575958008281,0.0278364212574419,0.7689346239882554,0.8171384131474001,5,"[0.826336999412308, 0.8076987658466963, 0.8003952569169961, 0.7440711462450593, 0.8062858105830806]"
WineQuality,BorderlineSMOTE,LogisticRegression,kappa,0.39109360353876993,0.03551105347624666,0.35542099253615633,0.4132502007177764,5,"[0.41320293398533015, 0.4210224009190121, 0.4014084507042254, 0.3220338983050848, 0.3978003337801975]"
WineQuality,BorderlineSMOTE,LogisticRegression,mcc,0.44282910464184316,0.04020468038990573,0.40286561499526874,0.46849164030400353,5,"[0.4776855359508348, 0.4668148784990114, 0.4514860336956696, 0.3647017024433746, 0.45345737262032526]"
WineQuality,BorderlineSMOTE,LogisticRegression,training_time,0.028013277053833007,0.00197708873400711,,,5,"[0.025282621383666992, 0.031050443649291992, 0.028981447219848633, 0.0281221866607666, 0.02662968635559082]"
WineQuality,BorderlineSMOTE,SVM,f1,0.5325876126175814,0.024515238845295016,0.510377255330782,0.5536101373299456,5,"[0.532258064516129, 0.5166666666666667, 0.559322033898305, 0.49586776859504134, 0.5588235294117647]"
WineQuality,BorderlineSMOTE,SVM,roc_auc,0.8762384990502131,0.02673619033498798,0.8533302554303441,0.898822638676464,5,"[0.8922004869448409, 0.8484594072705902, 0.9003623188405797, 0.8393445322793149, 0.9008257499157398]"
WineQuality,BorderlineSMOTE,SVM,precision,0.41083265921975604,0.01880348160678386,0.39696814535524216,0.42956852956852953,5,"[0.4074074074074074, 0.4025974025974026, 0.44594594594594594, 0.38961038961038963, 0.40860215053763443]"
WineQuality,BorderlineSMOTE,SVM,recall,0.7607822410147991,0.0679676890617028,0.7067653276955601,0.8201929175475687,5,"[0.7674418604651163, 0.7209302325581395, 0.75, 0.6818181818181818, 0.8837209302325582]"
WineQuality,BorderlineSMOTE,SVM,balanced_accuracy,0.7946445082539594,0.028686282151562825,0.7690899506208153,0.8202358616258992,5,"[0.7970783309545798, 0.7774326253043404, 0.8007246376811594, 0.755764163372859, 0.8422227839568588]"
WineQuality,BorderlineSMOTE,SVM,kappa,0.4328263220582621,0.028648747467713283,0.4083696295758094,0.4555028038750727,5,"[0.43265880051354155, 0.4159481402227957, 0.4674859190988223, 0.38893062860005, 0.45910812185610117]"
WineQuality,BorderlineSMOTE,SVM,mcc,0.4652831575362583,0.035825386339389316,0.4340490486384895,0.4954348086089696,5,"[0.4660511923011226, 0.4427036882273896, 0.4912431096223071, 0.41209948178091693, 0.5143183157495556]"
WineQuality,BorderlineSMOTE,SVM,training_time,0.38491077423095704,0.01747384967274596,,,5,"[0.40100717544555664, 0.3669722080230713, 0.38716936111450195, 0.36301612854003906, 0.4063889980316162]"
WineQuality,BorderlineSMOTE,BalancedRF,f1,0.609214985467346,0.02423751557480182,0.5879694047223146,0.6304605662123774,5,"[0.6185567010309279, 0.6352941176470588, 0.58, 0.5806451612903226, 0.631578947368421]"
WineQuality,BorderlineSMOTE,BalancedRF,roc_auc,0.9177393733430719,0.014115916682200674,0.9047587860403837,0.9280549581940013,5,"[0.9297708001007472, 0.9186466291663168, 0.9175312911725956, 0.8917572463768115, 0.9309908998988878]"
WineQuality,BorderlineSMOTE,BalancedRF,precision,0.5688426652712367,0.041562337695647135,0.5386621315192743,0.6070294784580499,5,"[0.5555555555555556, 0.6428571428571429, 0.5178571428571429, 0.5510204081632653, 0.5769230769230769]"
WineQuality,BorderlineSMOTE,BalancedRF,recall,0.6591966173361523,0.03468680406354217,0.6255813953488373,0.6899577167019028,5,"[0.6976744186046512, 0.627906976744186, 0.6590909090909091, 0.6136363636363636, 0.6976744186046512]"
WineQuality,BorderlineSMOTE,BalancedRF,balanced_accuracy,0.7897942486042451,0.015678343426750924,0.7749225543858496,0.8026189462492406,5,"[0.8055159096633364, 0.7868776760977247, 0.7806324110671936, 0.7669631093544137, 0.8089821368385575]"
WineQuality,BorderlineSMOTE,BalancedRF,kappa,0.5423659038913821,0.030613019098163087,0.5167515655423616,0.5691886583457799,5,"[0.5514471889680255, 0.5794471765304392, 0.5035460992907801, 0.5095881798176674, 0.5678008748499981]"
WineQuality,BorderlineSMOTE,BalancedRF,mcc,0.545309083241209,0.030052912194271808,0.5189984954413603,0.5716196710410577,5,"[0.5564168082585549, 0.5795005052953117, 0.5086894440270558, 0.5105983904470673, 0.571340268178055]"
WineQuality,BorderlineSMOTE,BalancedRF,training_time,0.23107147216796875,0.003859470884135078,,,5,"[0.23582100868225098, 0.23232531547546387, 0.23411321640014648, 0.22685551643371582, 0.2262423038482666]"
WineQuality,BorderlineSMOTE,MLP,f1,0.5721439294969425,0.04796239985512966,0.5310089370384207,0.6113007778738115,5,"[0.6041666666666666, 0.5897435897435898, 0.6292134831460674, 0.49411764705882355, 0.5434782608695652]"
WineQuality,BorderlineSMOTE,MLP,roc_auc,0.8767586889213135,0.03457092403631783,0.8443405286064886,0.901771195213866,5,"[0.8856519183947611, 0.8749895054991184, 0.8995388669301713, 0.8121706192358367, 0.9114425345466801]"
WineQuality,BorderlineSMOTE,MLP,precision,0.5697868188539413,0.0595969531244696,0.5183936436976999,0.6281641209943096,5,"[0.5471698113207547, 0.6571428571428571, 0.6222222222222222, 0.5121951219512195, 0.5102040816326531]"
WineQuality,BorderlineSMOTE,MLP,recall,0.5808668076109937,0.07025424375608143,0.5211416490486258,0.6405919661733614,5,"[0.6744186046511628, 0.5348837209302325, 0.6363636363636364, 0.4772727272727273, 0.5813953488372093]"
WineQuality,BorderlineSMOTE,MLP,balanced_accuracy,0.7553355646384377,0.033082611697892235,0.72843051821873,0.7829659870875882,5,"[0.7938880026865922, 0.7457812106456216, 0.7873847167325427, 0.7024044795783926, 0.7472194135490394]"
WineQuality,BorderlineSMOTE,MLP,kappa,0.5043417480295259,0.0549483151013572,0.45047905412411665,0.5485109942602971,5,"[0.535203730601636, 0.5334851936218679, 0.5693311582381729, 0.4167514411664971, 0.46693721651945574]"
WineQuality,BorderlineSMOTE,MLP,mcc,0.5062354629763334,0.05553036098058872,0.4576428452965122,0.5504732996718824,5,"[0.5392527888860353, 0.5371509336115151, 0.5693796479342417, 0.41709690278732464, 0.4682970416625501]"
WineQuality,BorderlineSMOTE,MLP,training_time,4.3585100173950195,0.6045698626827095,,,5,"[5.026308059692383, 3.265216588973999, 4.26310920715332, 4.763025999069214, 4.474890232086182]"
WineQuality,ADASYN,RandomForest,f1,0.6305993443320632,0.048081678611228536,0.5916289956842952,0.6715151515151515,5,"[0.6666666666666666, 0.6888888888888889, 0.5918367346938775, 0.5591397849462365, 0.6464646464646465]"
WineQuality,ADASYN,RandomForest,roc_auc,0.9226713677329522,0.01685282685604105,0.9059780728258077,0.9317772269939247,5,"[0.9314499202417932, 0.9329611283687348, 0.9298418972332015, 0.8890398550724639, 0.9300640377485676]"
WineQuality,ADASYN,RandomForest,precision,0.5804851812708669,0.047443731375804384,0.5413454270597129,0.6260939381774386,5,"[0.6037735849056604, 0.6595744680851063, 0.5370370370370371, 0.5306122448979592, 0.5714285714285714]"
WineQuality,ADASYN,RandomForest,recall,0.6918604651162791,0.05930599981834214,0.635200845665962,0.7395348837209302,5,"[0.7441860465116279, 0.7209302325581395, 0.6590909090909091, 0.5909090909090909, 0.7441860465116279]"
WineQuality,ADASYN,RandomForest,balanced_accuracy,0.8064858753143789,0.03211923425735021,0.7754406971379408,0.8320314068471599,5,"[0.8341868860716984, 0.831584249853077, 0.7842555994729907, 0.7537878787878788, 0.8286147623862488]"
WineQuality,ADASYN,RandomForest,kappa,0.5665841314660648,0.05685248269210783,0.5161701708076866,0.6152459043979563,5,"[0.6085926152434828, 0.6380967767994183, 0.5189416716776909, 0.48443885570575296, 0.5828507379039791]"
WineQuality,ADASYN,RandomForest,mcc,0.5700517203273371,0.057289544896672547,0.518426055453539,0.6188543637246724,5,"[0.613196893632585, 0.6389512866573923, 0.5227357531373968, 0.48539921016590426, 0.5899754580434071]"
WineQuality,ADASYN,RandomForest,training_time,0.2017540454864502,0.004062888686501411,,,5,"[0.20556998252868652, 0.20626282691955566, 0.1997365951538086, 0.2020416259765625, 0.1951591968536377]"
WineQuality,ADASYN,LogisticRegression,f1,0.4963780280531074,0.01258514617411785,0.48636404333422867,0.5074556392023755,5,"[0.49673202614379086, 0.4794520547945205, 0.5100671140939598, 0.4852941176470588, 0.5103448275862069]"
WineQuality,ADASYN,LogisticRegression,roc_auc,0.8719005010149387,0.02769088811435867,0.8444933313046731,0.8904386054276727,5,"[0.8743178574427001, 0.8823776341197214, 0.901185770750988, 0.8194169960474308, 0.8822042467138524]"
WineQuality,ADASYN,LogisticRegression,precision,0.3537211765630309,0.009328685091785494,0.34584327871368814,0.36159907441237366,5,"[0.34545454545454546, 0.33980582524271846, 0.3619047619047619, 0.358695652173913, 0.3627450980392157]"
WineQuality,ADASYN,LogisticRegression,recall,0.8343551797040168,0.04797524194369312,0.7948202959830867,0.8710359408033825,5,"[0.8837209302325582, 0.813953488372093, 0.8636363636363636, 0.75, 0.8604651162790697]"
WineQuality,ADASYN,LogisticRegression,balanced_accuracy,0.7974331750557965,0.018102601227728384,0.7802119645827326,0.811838474504972,5,"[0.8118965661993116, 0.7842330618755772, 0.810441370223979, 0.7681159420289856, 0.812478934951129]"
WineQuality,ADASYN,LogisticRegression,kappa,0.3779165244277909,0.014444122662473162,0.36537157089931627,0.3904614779562655,5,"[0.3762025316455696, 0.3576673181554064, 0.3922996878251821, 0.36766034327009933, 0.39575274124269677]"
WineQuality,ADASYN,LogisticRegression,mcc,0.4367860578267656,0.021012422807266267,0.41887749450832845,0.45523713902787355,5,"[0.4479285161411037, 0.4149829199522974, 0.45538276224956803, 0.40801128520796, 0.4576248055828987]"
WineQuality,ADASYN,LogisticRegression,training_time,0.024840879440307616,0.0006106125638629394,,,5,"[0.025496482849121094, 0.025473356246948242, 0.024706125259399414, 0.023845195770263672, 0.024683237075805664]"
WineQuality,ADASYN,SVM,f1,0.5290911042115323,0.02979132688396248,0.5017263814884612,0.5528848611397853,5,"[0.5147058823529411, 0.5343511450381679, 0.5511811023622047, 0.48, 0.5652173913043478]"
WineQuality,ADASYN,SVM,roc_auc,0.8816672172477273,0.028487570386558553,0.8564445529060559,0.9033198848862483,5,"[0.8984971874737636, 0.8716732432205524, 0.9125494071146245, 0.8311100131752306, 0.8945062352544658]"
WineQuality,ADASYN,SVM,precision,0.3953309583793148,0.019569369321180842,0.37823123710220485,0.4124306796564247,5,"[0.3763440860215054, 0.3977272727272727, 0.42168674698795183, 0.37037037037037035, 0.4105263157894737]"
WineQuality,ADASYN,SVM,recall,0.8024312896405918,0.07182126555742384,0.7309725158562368,0.8660676532769556,5,"[0.813953488372093, 0.813953488372093, 0.7954545454545454, 0.6818181818181818, 0.9069767441860465]"
WineQuality,ADASYN,SVM,balanced_accuracy,0.8049840223643759,0.03311615331011473,0.7736342215967371,0.8339816986689488,5,"[0.8022836033918227, 0.8113088741499455, 0.8107707509881423, 0.7485177865612648, 0.8520390967307043]"
WineQuality,ADASYN,SVM,kappa,0.4246858234146692,0.03530292582638611,0.3901603850120531,0.4523892433422275,5,"[0.40543888294578, 0.43176525384257103, 0.4528437724982002, 0.3672426381114626, 0.46613856967533185]"
WineQuality,ADASYN,SVM,mcc,0.4675010541358581,0.04365829112312084,0.42898361890417336,0.5039765346249077,5,"[0.45411337746959923, 0.47556543341093316, 0.4883574226314006, 0.3936650794928444, 0.5258039576745129]"
WineQuality,ADASYN,SVM,training_time,0.43167886734008787,0.014475985350107844,,,5,"[0.41836977005004883, 0.444063663482666, 0.4438049793243408, 0.41014885902404785, 0.44200706481933594]"
WineQuality,ADASYN,BalancedRF,f1,0.6251950602831317,0.0555407816464054,0.5760348905972797,0.6707027601105491,5,"[0.631578947368421, 0.6966292134831461, 0.5625, 0.5617977528089888, 0.673469387755102]"
WineQuality,ADASYN,BalancedRF,roc_auc,0.9188099714405779,0.020595713257146334,0.8982355467079124,0.9304999052038234,5,"[0.929686844093695, 0.9280916799597011, 0.9263010540184453, 0.8777997364953887, 0.9321705426356589]"
WineQuality,ADASYN,BalancedRF,precision,0.5851244890375326,0.05174602501443683,0.5423076923076924,0.630843552582683,5,"[0.5769230769230769, 0.6739130434782609, 0.5192307692307693, 0.5555555555555556, 0.6]"
WineQuality,ADASYN,BalancedRF,recall,0.6735729386892177,0.07257361835122021,0.6045110993657506,0.7348837209302326,5,"[0.6976744186046512, 0.7209302325581395, 0.6136363636363636, 0.5681818181818182, 0.7674418604651163]"
WineQuality,ADASYN,BalancedRF,balanced_accuracy,0.7991537063037466,0.038255752906026994,0.7676989411698467,0.8327272683027138,5,"[0.8091260179665856, 0.8333893040047016, 0.761528326745718, 0.7478590250329381, 0.8438658577687901]"
WineQuality,ADASYN,BalancedRF,kappa,0.5615871014318817,0.06486849562038277,0.504387649475242,0.6252735551220926,5,"[0.5680345572354212, 0.6476920567607243, 0.4859241126070991, 0.49102773246329523, 0.615257048092869]"
WineQuality,ADASYN,BalancedRF,mcc,0.5641726034448832,0.06562811652075003,0.5060503547333247,0.6222948521564414,5,"[0.5715715434839276, 0.6481888754192612, 0.4882705620019304, 0.4910695530894176, 0.6217624832298786]"
WineQuality,ADASYN,BalancedRF,training_time,0.21834745407104492,0.003524218301979639,,,5,"[0.21305274963378906, 0.22225117683410645, 0.21675491333007812, 0.2174060344696045, 0.22227239608764648]"
WineQuality,ADASYN,MLP,f1,0.5776056220644774,0.06719046355760175,0.5212138436276368,0.643089430894309,5,"[0.6105263157894737, 0.6829268292682927, 0.5833333333333334, 0.5057471264367817, 0.5054945054945055]"
WineQuality,ADASYN,MLP,roc_auc,0.8808681501881157,0.03021416747261828,0.8511497285698975,0.9025291885391976,5,"[0.890269498782638, 0.8790193938376291, 0.9051383399209486, 0.8238636363636364, 0.9060498820357263]"
WineQuality,ADASYN,MLP,precision,0.5609794275491949,0.08280835590745914,0.5013640429338103,0.6407871198568873,5,"[0.5576923076923077, 0.717948717948718, 0.5384615384615384, 0.5116279069767442, 0.4791666666666667]"
WineQuality,ADASYN,MLP,recall,0.5993657505285412,0.06887117300833273,0.5418446088794926,0.6575052854122622,5,"[0.6744186046511628, 0.6511627906976745, 0.6363636363636364, 0.5, 0.5348837209302325]"
WineQuality,ADASYN,MLP,balanced_accuracy,0.762046188192644,0.03821190842958961,0.7287008360978531,0.7955128741393266,5,"[0.7956930568382168, 0.8057257996809672, 0.7747035573122529, 0.7119565217391304, 0.7221520053926525]"
WineQuality,ADASYN,MLP,kappa,0.5083464326045755,0.07911221020424353,0.44268816657599575,0.5761458119054763,5,"[0.5433508176488738, 0.636458970549681, 0.5104039167686658, 0.4280013302294645, 0.4235171278261918]"
WineQuality,ADASYN,MLP,mcc,0.5098974553126947,0.07956089076804143,0.4435448475700615,0.5876214888520791,5,"[0.5467341054183577, 0.6374567646194518, 0.5128685752010201, 0.42803920289660613, 0.4243886284280375]"
WineQuality,ADASYN,MLP,training_time,4.281933546066284,0.3869232023447055,,,5,"[4.382951021194458, 4.686007738113403, 4.682132244110107, 3.8799490928649902, 3.778627634048462]"
WineQuality,SMOTETomek,RandomForest,f1,0.6223403844398987,0.06332020516414229,0.5623367697594501,0.6713528781131453,5,"[0.6595744680851063, 0.6976744186046512, 0.6041666666666666, 0.5111111111111111, 0.6391752577319587]"
WineQuality,SMOTETomek,RandomForest,roc_auc,0.9213745391683533,0.021715171734665598,0.8995517230394198,0.9326783112487002,5,"[0.9325413483334732, 0.9313239862312148, 0.9317770092226614, 0.8779644268774703, 0.9332659251769464]"
WineQuality,SMOTETomek,RandomForest,precision,0.5874567875251869,0.06523379556538665,0.5363392408245349,0.6517117401522325,5,"[0.6078431372549019, 0.6976744186046512, 0.5576923076923077, 0.5, 0.5740740740740741]"
WineQuality,SMOTETomek,RandomForest,recall,0.6642706131078223,0.07429372209543206,0.5896405919661734,0.7162790697674418,5,"[0.7209302325581395, 0.6976744186046512, 0.6590909090909091, 0.5227272727272727, 0.7209302325581395]"
WineQuality,SMOTETomek,RandomForest,balanced_accuracy,0.7952219491531891,0.04017972801377619,0.7544682404601808,0.8234524109366692,5,"[0.8243640332465787, 0.8253715053312065, 0.7878787878787878, 0.7196969696969697, 0.818798449612403]"
WineQuality,SMOTETomek,RandomForest,kappa,0.5587412658811102,0.07404849032753637,0.4888779041028176,0.6211752302632526,5,"[0.6014633766638126, 0.6507430106624128, 0.5348837209302326, 0.43115707821590166, 0.5754591429331914]"
